190000,24990000,700000
380000,24990000,1700000
380000,26959999,700000
660000,26860001,1700000
750000,22360001,700000
850000,23200001,2700000
850000,25830000,2700000
940000,21980000,1700000
1130000,22830000,3700000
1410000,22920000,4700000
1410000,25930000,3700000
1500000,21139999,2700000
1500000,28930000,700000
1600000,20950001,3700000
1690000,21230000,4700000
1690000,25170000,4700000
1780000,27900000,2700000
1880000,21790001,5700000
1880000,24049999,5700000
1880000,28840000,1700000
2160000,20200001,700000
2630000,19629999,1700000
2720000,19540001,4700000
2720000,21700001,6700000
2720000,24049999,6700000
2720000,25930000,5700000
2720000,28090000,3700000
2820000,19910000,5700000
2820000,29780001,700000
2910000,27330000,4700000
3010000,19160000,3700000
3010000,19260000,2700000
3190000,29209999,2700000
3380000,29680000,1700000
3570000,20480000,6700000
3660000,25639999,6700000
4130000,18690001,700000
4130000,22360001,7700000
4130000,23860001,7700000
4320000,18500000,1700000
4320000,27520000,5700000
4320000,28459999,4700000
4320000,29120001,3700000
4510000,29780001,700000
4600000,29590000,2700000
4600000,29680000,1700000
4700000,18879999,5700000
4790000,18500000,4700000
4790000,21320000,7700000
4880000,24889999,7700000
5070000,18219999,3700000
5070000,19730000,6700000
5260000,18219999,2700000
5350000,26580000,6700000
5730000,29590000,1700000
6010000,29780001,700000
6290000,20760000,7700000
6290000,28930000,4700000
6580000,29309999,2700000
6670000,18219999,2700000
6760000,28370001,5700000
7330000,18969999,5700000
7510000,18219999,3700000
7700000,18500000,4700000
7980000,29309999,3700000
8170000,29959999,1700000
8360000,19160000,5700000
8360000,20379999,7700000
8450000,25740000,7700000
9020000,29870001,2700000
9210000,17570000,700000
9390000,19820000,6700000
9580000,17660000,1700000
9580000,17940001,2700000
9960000,29400000,4700000
10050000,20850000,7700000
10520000,18500000,4700000
10520000,23389999,8700000
10610000,29780001,3700000
10710000,23010000,8700000
10710000,28090000,6700000
11180000,17750000,2700000
11270000,18040001,3700000
11740000,17000000,1700000
11840000,20950001,7700000
11930000,19629999,6700000
11930000,22540001,8700000
12210000,18790001,5700000
12310000,21790001,700000
12310000,24420000,700000
12490000,25740000,8700000
12590000,22260000,1700000
12590000,23299999,1700000
12960000,25080000,1700000
13060000,23670000,2700000
13150000,18040001,4700000
13150000,22360001,2700000
13240000,15780000,700000
13620000,20760000,7700000
13620000,29400000,5700000
13710000,23770000,3700000
13810000,17280001,3700000
13810000,20100000,1700000
13810000,22450001,3700000
13810000,26490000,700000
13900000,19260000,700000
14000000,19910000,1700000
14000000,25549999,2700000
14370000,24330000,9700000
14470000,30059999,4700000
14650000,18129999,6700000
14650000,23110001,9700000
14650000,23299999,4700000
14650000,27799999,7700000
14750000,20570000,3700000
14750000,21420000,8700000
14750000,21790001,4700000
14750000,25360001,3700000
14840000,19540001,2700000
15030000,20570000,24500000
15030000,24520000,4700000
15030000,26959999,1700000
15030000,30430000,3700000
15030000,30809999,700000
15120000,18219999,1700000
15120000,21700001,24500000
15120000,25549999,9700000
15220000,27049999,8700000
15310000,27240000,700000
15410000,19910000,26500000
15410000,19910000,27000000
15500000,19629999,27500000
15500000,19910000,26000000
15500000,21980000,24500000
15500000,22170000,5700000
15500000,22170000,24000000
15500000,22830000,5700000
15590000,17280001,700000
15590000,17940001,6700000
15590000,19629999,24000000
15590000,19730000,28000000
15590000,20100000,25500000
15590000,21420000,23000000
15590000,21420000,23500000
15590000,21420000,24000000
15690000,19160000,25000000
15690000,19440001,28500000
15690000,20100000,29000000
15690000,20850000,25000000
15690000,21790001,26000000
15690000,21790001,28000000
15690000,21790001,28500000
15690000,21980000,27500000
15690000,22070000,26500000
15780000,21230000,22500000
15780000,21420000,22000000
15780000,21790001,22500000
15780000,22170000,23500000
15780000,22360001,27000000
15780000,30809999,1700000
15870000,18790001,24500000
15870000,19440001,23500000
15870000,19629999,19500000
15870000,19730000,29500000
15870000,20010000,3700000
15870000,20670000,23000000
15870000,21040001,24500000
15870000,21510000,21500000
15870000,21600000,29500000
15870000,22070000,24000000
15870000,22170000,23000000
15870000,22170000,29000000
15870000,22450001,23500000
15970000,16910000,5700000
15970000,18879999,2700000
15970000,20950001,4700000
15970000,21040001,24000000
15970000,21230000,23500000
15970000,22170000,25500000
15970000,26110001,3700000
16059999,15870000,25000000
16059999,18600000,24000000
16059999,19629999,7700000
16059999,20100000,24000000
16059999,20290001,20500000
16059999,20570000,19500000
16059999,21230000,23000000
16059999,21420000,21000000
16059999,22450001,23000000
16160000,18690001,23500000
16160000,20010000,23500000
16160000,20100000,30200001
16160000,20290001,21000000
16160000,20850000,20000000
16160000,22450001,22500000
16160000,27240000,1700000
16250000,15120000,24500000
16250000,15220000,23500000
16250000,15220000,26000000
16250000,15310000,1700000
16250000,15310000,24000000
16250000,16719999,22000000
16250000,16910000,22500000
16250000,17280001,23000000
16250000,18040001,21500000
16250000,18500000,15100000
16250000,18600000,20000000
16250000,18690001,15600000
16250000,19260000,20500000
16250000,21139999,21500000
16250000,21420000,24500000
16250000,21980000,23500000
16250000,22360001,22000000
16250000,30719999,2700000
16340000,14940000,25500000
16340000,15310000,26500000
16340000,15780000,2700000
16340000,15780000,21500000
16340000,16629999,21000000
16340000,16910000,20500000
16340000,17750000,19000000
16340000,18129999,14600000
16340000,18410000,21000000
16340000,18500000,16000000
16340000,18969999,22000000
16340000,19260000,14100000
16340000,19540001,23000000
16340000,19730000,14600000
16340000,19820000,21000000
16340000,21040001,22500000
16340000,21139999,24000000
16340000,21889999,23000000
16340000,22639999,30200001
16440001,15220000,27000000
16440001,17570000,1700000
16440001,18219999,18500000
16440001,18879999,16500000
16440001,18879999,21500000
16440001,19070000,22500000
16440001,19160000,13600000
16440001,19540001,13100000
16440001,20010000,15100000
16440001,20100000,8700000
16440001,21040001,23000000
16440001,21040001,23500000
16440001,21420000,22500000
16440001,21510000,9700000
16440001,21600000,5700000
16440001,21600000,20500000
16440001,22070000,22500000
16440001,22260000,21500000
16530001,14370000,23000000
16530001,15500000,27500000
16530001,15970000,28000000
16530001,16629999,29000000
16530001,17570000,18000000
16530001,17660000,17500000
16530001,17940001,14100000
16530001,18040001,13600000
16530001,18040001,17000000
16530001,18219999,6700000
16530001,20100000,16000000
16530001,20200001,15600000
16530001,20290001,31200001
16530001,20570000,19500000
16530001,21139999,20000000
16530001,21889999,21000000
16530001,22830000,24500000
16530001,26959999,2700000
16629999,13900000,22500000
16629999,15870000,28500000
16629999,16809999,18500000
16629999,17850000,13100000
16629999,18879999,19000000
16629999,19260000,26000000
16629999,19910000,17000000
16629999,20010000,27000000
16629999,20200001,16500000
16629999,20670000,21000000
16629999,20760000,23000000
16629999,21139999,22000000
16629999,21980000,22000000
16629999,22639999,31200001
16629999,23389999,25000000
16629999,26299999,9700000
16719999,13810000,25000000
16719999,15780000,20000000
16719999,17000000,16500000
16719999,19440001,12600000
16719999,19820000,27500000
16719999,20480000,13600000
16719999,21139999,26500000
16719999,24330000,29500000
16719999,24700001,5700000
16719999,25740000,4700000
16809999,13530000,22000000
16809999,15690000,19500000
16809999,16809999,15600000
16809999,16809999,16000000
16809999,18129999,12600000
16809999,19260000,12100000
16809999,19350000,25500000
16809999,19629999,20000000
16809999,19730000,22500000
16809999,20200001,17500000
16809999,20570000,20000000
16809999,21420000,20500000
16809999,22070000,23500000
16910000,16160000,4700000
16910000,16530001,17000000
16910000,17750000,26500000
16910000,18969999,22000000
16910000,19260000,19500000
16910000,20670000,14100000
16910000,20760000,22500000
16910000,21040001,29000000
16910000,21420000,22500000
16910000,21510000,26000000
16910000,21980000,27500000
16910000,23299999,24000000
16910000,24799999,28500000
16910000,27430000,700000
17000000,16250000,18000000
17000000,16340000,17500000
17000000,16629999,15100000
17000000,17940001,12100000
17000000,18969999,28000000
17000000,19260000,28500000
17000000,20200001,23000000
17000000,20570000,25000000
17000000,20760000,21500000
17000000,21320000,22000000
17000000,21510000,29500000
17000000,21700001,23000000
17000000,21980000,28000000
17000000,22070000,28500000
17000000,22360001,27000000
17000000,22450001,6700000
17000000,24799999,28000000
17000000,24990000,29000000
17100000,15690000,3700000
17100000,15970000,30200001
17100000,18219999,25000000
17100000,19260000,11600000
17100000,19910000,18500000
17100000,20480000,21000000
17100000,21040001,13100000
17100000,21320000,21500000
17100000,23480000,23500000
17100000,24420000,26000000
17190001,12490000,24000000
17190001,17660000,27000000
17190001,17940001,11600000
17190001,19160000,29500000
17190001,19350000,3700000
17190001,19350000,21000000
17190001,19540001,20000000
17190001,19910000,22000000
17190001,20670000,18000000
17190001,20850000,12600000
17190001,20850000,32200001
17190001,21600000,30200001
17190001,21980000,22500000
17190001,22639999,26500000
17190001,23200001,23000000
17190001,24700001,30200001
17280001,12770000,21000000
17280001,13340000,20500000
17280001,16440001,14600000
17280001,19350000,9700000
17280001,19350000,10700000
17280001,19629999,19000000
17280001,19730000,30200001
17280001,20480000,20500000
17280001,21139999,14600000
17280001,22260000,25500000
17280001,23770000,10700000
17379999,14180000,29500000
17379999,17660000,29000000
17379999,17750000,1700000
17379999,17940001,29500000
17379999,21040001,21000000
17379999,21139999,17000000
17379999,21420000,24500000
17379999,21889999,22000000
17379999,25270000,27500000
17469999,11650000,23500000
17469999,11930000,21500000
17469999,14560000,700000
17469999,16440001,700000
17469999,16530001,14100000
17469999,16719999,26000000
17469999,18879999,21500000
17469999,21320000,15100000
17469999,21700001,21500000
17469999,21889999,24500000
17469999,22450001,25000000
17469999,23299999,32200001
17469999,23480000,29000000
17469999,28270000,7700000
17570000,12020000,24500000
17570000,15500000,31200001
17570000,15780000,17000000
17570000,16530001,13600000
17570000,17850000,10700000
17570000,20010000,19500000
17570000,20850000,20500000
17570000,21320000,16000000
17570000,23580000,6700000
17570000,23580000,22500000
17570000,24799999,31200001
17570000,29030001,6700000
17660000,11370000,23000000
17660000,13340000,29000000
17660000,16530001,13100000
17660000,16809999,12600000
17660000,18129999,8700000
17660000,18690001,22000000
17660000,19910000,4700000
17660000,20200001,20000000
17660000,21420000,18500000
17660000,21420000,31200001
17660000,23200001,26000000
17660000,23670000,27500000
17660000,23770000,28000000
17660000,23770000,29500000
17750000,14090000,18000000
17750000,14650000,17500000
17750000,16719999,27500000
17750000,17850000,9700000
17750000,21510000,19000000
17750000,21700001,19500000
17750000,21700001,20000000
17750000,23389999,22000000
17750000,23950001,28500000
17750000,27520000,8700000
17850000,10990000,22500000
17850000,17850000,7700000
17850000,21510000,15600000
17850000,21510000,17500000
17850000,26110001,3700000
17940001,10900000,22000000
17940001,12590000,19000000
17940001,15500000,16500000
17940001,16440001,5700000
17940001,16719999,12100000
17940001,19070000,22000000
17940001,20480000,5700000
17940001,20570000,24500000
17940001,21510000,6700000
17940001,21980000,12100000
17940001,23299999,21500000
17940001,23770000,30200001
17940001,23950001,27000000
17940001,25740000,4700000
17940001,25930000,27000000
17940001,26770000,2700000
18040001,11740000,20000000
18040001,14370000,17000000
18040001,16250000,25500000
18040001,18690001,31200001
18040001,21600000,16500000
18040001,21700001,14100000
18040001,21790001,13600000
18040001,24889999,5700000
18040001,25549999,25500000
18040001,25930000,26500000
18040001,26680000,1700000
18129999,11180000,20500000
18129999,11650000,27500000
18129999,11840000,28000000
18129999,11930000,19500000
18129999,12120000,28500000
18129999,13240000,30200001
18129999,15220000,32200001
18129999,20850000,24000000
18129999,21889999,33200001
18129999,21980000,24000000
18129999,23010000,11600000
18129999,23010000,20500000
18219999,15690000,29000000
18219999,16059999,29500000
18219999,16629999,11600000
18219999,25270000,24000000
18219999,25459999,24500000
18219999,27049999,700000
18320000,12120000,18500000
18320000,15310000,16000000
18320000,15410000,27000000
18320000,23480000,31200001
18320000,23580000,21000000
18320000,24049999,6700000
18320000,24889999,23000000
18320000,25080000,10700000
18320000,25170000,23500000
18410000,10710000,24000000
18410000,15780000,28000000
18410000,17280001,33200001
18410000,21889999,18000000
18410000,26490000,29500000
18500000,13240000,31200001
18500000,19540001,5700000
18500000,19540001,32200001
18500000,22360001,23500000
18500000,25930000,25000000
18500000,26490000,28000000
18600000,10330000,21000000
18600000,10900000,26000000
18600000,17379999,1700000
18600000,20760000,6700000
18600000,21700001,17000000
18600000,21790001,14600000
18600000,22920000,19500000
18600000,30430000,3700000
18690001,10240000,23500000
18690001,10800000,25000000
18690001,10800000,25500000
18690001,12210000,17500000
18690001,14000000,29500000
18690001,14470000,28500000
18690001,14560000,30200001
18690001,14840000,26000000
18690001,15120000,15600000
18690001,15220000,25000000
18690001,16530001,10700000
18690001,21510000,23500000
18690001,21700001,15100000
18690001,22170000,32200001
18690001,23389999,20000000
18690001,24990000,22500000
18690001,26400000,26000000
18790001,9960000,21500000
18790001,10330000,26500000
18790001,10520000,27000000
18790001,15120000,31200001
18790001,15220000,27500000
18790001,17940001,2700000
18790001,18790001,4700000
18790001,21700001,16000000
18790001,22260000,18500000
18790001,24139999,33200001
18790001,29590000,5700000
18879999,12490000,16500000
18879999,13150000,16000000
18879999,13340000,29000000
18879999,13620000,28500000
18879999,14470000,27000000
18879999,18219999,3700000
18879999,22639999,19000000
18879999,30059999,4700000
18969999,10800000,19000000
18969999,11460000,29500000
18969999,20200001,6700000
18969999,21139999,22500000
18969999,22639999,13100000
18969999,24990000,26500000
18969999,25459999,29000000
18969999,25930000,32200001
18969999,26770000,30200001
19070000,9680000,22000000
19070000,9860000,23000000
19070000,11080000,29000000
19070000,14280000,26500000
19070000,14940000,2700000
19070000,16809999,6700000
19070000,22920000,12600000
19160000,10330000,24500000
19160000,10710000,28500000
19160000,13340000,15600000
19160000,14750000,33200001
19160000,14840000,25500000
19160000,14940000,15100000
19160000,16340000,9700000
19160000,21889999,17500000
19160000,23670000,32200001
19160000,25080000,22000000
19160000,25459999,29500000
19160000,26770000,31200001
19160000,26860001,9700000
19260000,9580000,22500000
19260000,10990000,25500000
19260000,10990000,26000000
19260000,11460000,17000000
19260000,15220000,14600000
19260000,19070000,5700000
19260000,20570000,22500000
19350000,13530000,27000000
19350000,14090000,28000000
19350000,15310000,32200001
19350000,18600000,34200001
